Mfg_Part_Num,field,value,confidence,source,extraction_mode
DBDS12125A01F,Classpath,Tools & Equipment>Abrasives>Sanding Products,0.2,extraction agent,heuristic
DBDS12125A01F,Product Name,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",0.2,extraction agent,heuristic
DBDS12125A01F,SHORT_DESC,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",0.2,extraction agent,heuristic
DBDS12125A01F,LONG_DESC1,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",0.2,extraction agent,heuristic
DBDS12125A01F,MOBILE_DESC,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",0.2,derived from short_desc,heuristic
DBDS12125A01F,INVOICE_DESC,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",1.0,"input file, verbatim",heuristic
DBDS12125G01F,Mfg_Part_Num,DBDS12125G01F,1.0,"input file, verbatim",heuristic
DBDS12125G01F,Part_Desc,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",1.0,"input file, verbatim",heuristic
DBDS12125G01F,E1_Brand,-- Unbranded --,1.0,"input file, verbatim",heuristic
DBDS12125G01F,Unilog_Brand,-- No Unilog Brand --,1.0,"input file, verbatim",heuristic
DBDS12125G01F,DIB_Brand,-- No DIB Brand --,1.0,"input file, verbatim",heuristic
DBDS12125G01F,Part_Manuf,Freud Inc (2435),1.0,"input file, verbatim",heuristic
DBDS12125G01F,PART_NUMBER,DBDS12125G01F,1.0,"input file, verbatim",heuristic
DBDS12125G01F,MANUFACTURER_PART_NUMBER,DBDS12125G01F,1.0,"input file, verbatim",heuristic
DBDS12125G01F,MANUFACTURER_NAME,Freud Inc,0.2,extraction agent: cleaned from Part_Manuf + description,heuristic
DBDS12125G01F,BRAND_NAME,Freud Inc,0.2,extraction agent,heuristic
DBDS12125G01F,Dept,Tools & Equipment,0.2,extraction agent: category classification,heuristic
DBDS12125G01F,Class,Abrasives,0.2,extraction agent: category classification,heuristic
DBDS12125G01F,Fine,Sanding Products,0.2,extraction agent: category classification,heuristic
DBDS12125G01F,Classpath,Tools & Equipment>Abrasives>Sanding Products,0.2,extraction agent,heuristic
DBDS12125G01F,Product Name,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Di",0.2,extraction agent,heuristic
DBDS12125G01F,SHORT_DESC,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",0.2,extraction agent,heuristic
DBDS12125G01F,LONG_DESC1,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",0.2,extraction agent,heuristic
DBDS12125G01F,MOBILE_DESC,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",0.2,derived from short_desc,heuristic
DBDS12125G01F,INVOICE_DESC,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",1.0,"input file, verbatim",heuristic
DBDS14125A01F,Mfg_Part_Num,DBDS14125A01F,1.0,"input file, verbatim",heuristic
DBDS14125A01F,Part_Desc,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",1.0,"input file, verbatim",heuristic
DBDS14125A01F,E1_Brand,-- Unbranded --,1.0,"input file, verbatim",heuristic
DBDS14125A01F,Unilog_Brand,-- No Unilog Brand --,1.0,"input file, verbatim",heuristic
DBDS14125A01F,DIB_Brand,-- No DIB Brand --,1.0,"input file, verbatim",heuristic
DBDS14125A01F,Part_Manuf,Freud Inc (2435),1.0,"input file, verbatim",heuristic
DBDS14125A01F,PART_NUMBER,DBDS14125A01F,1.0,"input file, verbatim",heuristic
DBDS14125A01F,MANUFACTURER_PART_NUMBER,DBDS14125A01F,1.0,"input file, verbatim",heuristic
DBDS14125A01F,MANUFACTURER_NAME,Freud Inc,0.4,extraction agent: cleaned from Part_Manuf + description,heuristic
DBDS14125A01F,BRAND_NAME,Freud Inc,0.4,extraction agent,heuristic
DBDS14125A01F,Dept,Tools & Equipment,0.4,extraction agent: category classification,heuristic
DBDS14125A01F,Class,Abrasives,0.4,extraction agent: category classification,heuristic
DBDS14125A01F,Fine,Sanding Products,0.4,extraction agent: category classification,heuristic
DBDS14125A01F,Classpath,Tools & Equipment>Abrasives>Sanding Products,0.4,extraction agent,heuristic
DBDS14125A01F,Product Name,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",0.4,extraction agent,heuristic
DBDS14125A01F,SHORT_DESC,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",0.4,extraction agent,heuristic
DBDS14125A01F,LONG_DESC1,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",0.4,extraction agent,heuristic
DBDS14125A01F,MOBILE_DESC,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",0.4,derived from short_desc,heuristic
DBDS14125A01F,INVOICE_DESC,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",1.0,"input file, verbatim",heuristic
DBDS14125A01F,ATTRIBUTE_LABEL 1,Size,0.9,Part_Desc literal (regex size match),heuristic
DBDS14125A01F,ATTRIBUTE_VALUE 1,"14"" x 1""",0.9,Part_Desc literal (regex size match),heuristic
DBDS14125A01F,ATTRIBUTE_UOM 1,in,0.9,Part_Desc literal (regex size match),heuristic
